abbhakṣa+Sing+Nom	abbhakṣa
hatya+Sing+Dat	hatyae

hatya+Sing+Loc	hatyai

hatyā+Sing+Nom	hatyā

hautra+Sing+Acc	hautraam

hautra+Sing+Loc	hautrai

hautra+Sing+Nom	hautra

hava+Plur+Loc	havasu

hava+Plur+Nom	havaaḥ

hava+Plur+Voc	+?

hava+Sing+Acc	havaam

hava+Sing+Nom	hava

havana+Plur+Nom	havanaaḥ

havana+Sing+Acc	havanaam

havana+Sing+Nom	havana

havanī+Sing+Acc	havanīam

havanī+Sing+Loc	havanīi

havas+Sing+Ins	havasā

havirdhāna+Dual+Acc	havirdhānaau

havirdhāna+Dual+Dat	havirdhānabhyām

havirdhāna+Dual+Loc	havirdhānaoḥ

havirdhāna+Dual+Nom	havirdhānaau

havirdhāna+Plur+Acc	havirdhānaaḥ

havirdhāna+Sing+Nom	havirdhāna

haviryajña+Plur+Acc	haviryajñaaḥ

haviryajña+Plur+Gen	haviryajñaām

haviryajña+Plur+Nom	haviryajñaaḥ

havirātañcana+Sing+Acc	havirātañcanaam

havis+Dual+Acc	haviṣau

havis+Plur+Acc	haviṣaḥ

havis+Plur+Gen	haviṣām

havis+Plur+Ins	haviṣbhiḥ

havis+Plur+Loc	haviṣsu

havis+Plur+Nom	haviṣaḥ

havis+Sing+Abl	haviṣaḥ

havis+Sing+Acc	haviṣam

havis+Sing+Dat	haviṣe

havis+Sing+Gen	haviṣaḥ

havis+Sing+Ins	haviṣā

havis+Sing+Loc	haviṣi

havis+Sing+Nom	haviṣ

havis+Sing+Voc	+?

haviṣkaraṇa+Sing+Loc	haviṣkaraṇai

haviṣkaraṇa+Sing+Nom	haviṣkaraṇa

haviṣkṛt+Sing+Gen	haviṣkṛtaḥ

haviṣkṛt+Sing+Ins	haviṣkṛtā

haviṣya+Plur+Ins	haviṣyabhiḥ

haviṣya+Plur+Nom	haviṣyaaḥ

haviṣya+Sing+Gen	haviṣyaaḥ

havya+Plur+Acc	havyaaḥ

havya+Plur+Ins	havyabhiḥ

havya+Plur+Nom	havyaaḥ

havya+Sing+Acc	havyaam

havya+Sing+Dat	havyae

havya+Sing+Loc	havyai

havya+Sing+Nom	havya

havyavah+Sing+Nom	havyavah

havyavāha+Sing+Acc	havyavāhaam

havyavāhana+Sing+Loc	havyavāhanai

havyavāhana+Sing+Nom	havyavāhana

haya+Plur+Gen	hayaām

haya+Plur+Ins	hayabhiḥ

haya+Sing+Loc	hayai

haya+Sing+Nom	haya

haṃsa+Plur+Nom	haṃsaaḥ

haṃsa+Sing+Acc	haṃsaam

haṃsa+Sing+Nom	haṃsa

heman+Sing+Acc	hemanam

heman+Sing+Nom	heman

hemanta+Plur+Acc	hemantaaḥ

hemanta+Sing+Acc	hemantaam

hemanta+Sing+Dat	hemantae

hemanta+Sing+Loc	hemantai

hemanta+Sing+Nom	hemanta

heti+Plur+Nom	hetiaḥ

heti+Sing+Abl	hetiaḥ

heti+Sing+Acc	hetiam

heti+Sing+Dat	hetie

heti+Sing+Nom	heti

hetu+Plur+Nom	hetuaḥ

hetu+Sing+Gen	hetuaḥ

hetu+Sing+Nom	hetu

heḍana+Sing+Acc	heḍanaam

heḍas+Sing+Acc	heḍasam

heḍas+Sing+Nom	heḍas

hima+Plur+Acc	himaaḥ

hima+Plur+Nom	himaaḥ

hima+Sing+Gen	himaaḥ

hima+Sing+Ins	himaā

himavant+Plur+Abl	himavandbhyaḥ

himavant+Sing+Abl	himavantaḥ

himavant+Sing+Acc	himavantam

himā+Plur+Acc	himāaḥ

hiraṇya+Dual+Gen	hiraṇyaoḥ

hiraṇya+Plur+Acc	hiraṇyaaḥ

hiraṇya+Plur+Gen	hiraṇyaām

hiraṇya+Plur+Ins	hiraṇyabhiḥ

hiraṇya+Sing+Acc	hiraṇyaam

hiraṇya+Sing+Gen	hiraṇyaaḥ

hiraṇya+Sing+Ins	hiraṇyaā

hiraṇya+Sing+Loc	hiraṇyai

hiraṇya+Sing+Nom	hiraṇya

hiraṇya+Sing+Voc	+?

hiraṇyagarbha+Sing+Nom	hiraṇyagarbha

hiraṇyanābha+Sing+Nom	hiraṇyanābha

hiraṇyastūpa+Sing+Nom	hiraṇyastūpa

hiraṇyaśṛṅga+Sing+Nom	hiraṇyaśṛṅga

hiraṇyeṣṭakā+Plur+Nom	hiraṇyeṣṭakāaḥ

hirā+Plur+Gen	hirāām

hirā+Plur+Nom	hirāaḥ

hita+Sing+Ins	hitaā

hita+Sing+Loc	hitai

hitā+Plur+Nom	hitāaḥ

hiṃkāra+Sing+Acc	hiṃkāraam

hiṃkāra+Sing+Ins	hiṃkāraā

hiṃsā+Plur+Acc	hiṃṣāaḥ

hiṃsā+Sing+Loc	hiṃṣāi

hiṅkāra+Sing+Acc	hiṅkāraam

hiṅkāra+Sing+Dat	hiṅkārae

hiṅkāra+Sing+Ins	hiṅkāraā

hiṅkāra+Sing+Nom	hiṅkāra

homa+Dual+Abl	homabhyām

homa+Dual+Acc	homaau

homa+Plur+Abl	homabhyaḥ

homa+Plur+Acc	homaaḥ

homa+Plur+Gen	homaām

homa+Plur+Ins	homabhiḥ

homa+Plur+Loc	homasu

homa+Plur+Nom	homaaḥ

homa+Sing+Abl	homaaḥ

homa+Sing+Acc	homaam

homa+Sing+Dat	homae

homa+Sing+Ins	homaā

homa+Sing+Loc	homai

homa+Sing+Nom	homa

hotra+Plur+Acc	hotraaḥ

hotra+Sing+Abl	hotraaḥ

hotra+Sing+Acc	hotraam

hotra+Sing+Dat	hotrae

hotra+Sing+Nom	hotra

hotraka+Plur+Gen	hotrakaām

hotraka+Plur+Nom	hotrakaaḥ

hotriya+Sing+Acc	hotriyaam

hotrā+Plur+Acc	hotrāaḥ

hotrā+Plur+Dat	hotrābhyaḥ

hotrā+Plur+Gen	hotrāām

hotrā+Plur+Ins	hotrābhiḥ

hotrā+Plur+Nom	hotrāaḥ

hotrā+Sing+Acc	hotrāam

hotrā+Sing+Nom	hotrā

hotṛ+Dual+Acc	hotṛau

hotṛ+Dual+Nom	hotṛau

hotṛ+Plur+Acc	hotṛaḥ

hotṛ+Plur+Gen	hotṛām

hotṛ+Plur+Nom	hotṛaḥ

hotṛ+Sing+Abl	hotṛaḥ

hotṛ+Sing+Acc	hotṛam

hotṛ+Sing+Dat	hotṛe

hotṛ+Sing+Gen	hotṛaḥ

hotṛ+Sing+Ins	hotṛā

hotṛ+Sing+Loc	hotṛi

hotṛ+Sing+Nom	hotṛ

hotṛ+Sing+Voc	+?

hotṛṣadana+Sing+Acc	hotṛṣadanaam

hotṛṣadana+Sing+Loc	hotṛṣadanai

hotṛṣadana+Sing+Nom	hotṛṣadana

hrada+Plur+Nom	hradaaḥ

hrada+Sing+Abl	hradaaḥ

hrada+Sing+Acc	hradaam

hrada+Sing+Gen	hradaaḥ

hrada+Sing+Loc	hradai

hrada+Sing+Nom	hrada

hradecakṣus+Sing+Nom	hradecakṣuṣ

hrut+Plur+Acc	hrutaḥ

hrāduni+Plur+Nom	hrāduniaḥ

hrāduni+Sing+Acc	hrāduniam

hrī+Sing+Ins	hrīā

hrī+Sing+Nom	hrī

hrūḍu+Sing+Nom	hrūḍu

huta+Sing+Nom	huta

hvaras+Sing+Acc	hvarasam

hvāra+Sing+Loc	hvārai

hvārya+Plur+Gen	hvāryaām

hvārya+Sing+Nom	hvārya

hālāhala+Plur+Gen	hālāhalaām

hāni+Sing+Loc	hānii

hārda+Sing+Acc	hārdaam

hārdi+Sing+Acc	hārdiam

hāridrava+Plur+Loc	hāridravasu

hāriyojana+Sing+Abl	hāriyojanaaḥ

hāstinapura+Sing+Acc	hāstinapuraam

hāyana+Plur+Gen	hāyanaām

hāyana+Sing+Nom	hāyana

hūti+Plur+Loc	hūtiṣu

hūti+Sing+Acc	hūtiam

hūti+Sing+Dat	hūtie

hūti+Sing+Ins	hūtiā

hūti+Sing+Loc	hūtii

hūti+Sing+Nom	hūti

hṛd+Plur+Loc	hṛtsu

hṛd+Sing+Abl	hṛdaḥ

hṛd+Sing+Dat	hṛde

hṛd+Sing+Gen	hṛdaḥ

hṛd+Sing+Ins	hṛdā

hṛd+Sing+Loc	hṛdi

hṛdaya+Dual+Nom	hṛdayaau

hṛdaya+Plur+Acc	hṛdayaaḥ

hṛdaya+Plur+Loc	hṛdayasu

hṛdaya+Plur+Nom	hṛdayaaḥ

hṛdaya+Sing+Abl	hṛdayaaḥ

hṛdaya+Sing+Acc	hṛdayaam

hṛdaya+Sing+Dat	hṛdayae

hṛdaya+Sing+Gen	hṛdayaaḥ

hṛdaya+Sing+Ins	hṛdayaā

hṛdaya+Sing+Loc	hṛdayai

hṛdaya+Sing+Nom	hṛdaya

hṛdayaśūla+Sing+Acc	hṛdayaśūlaam

hṛdayaśūla+Sing+Loc	hṛdayaśūlai

hṛddyota+Sing+Nom	hṛddyota

hṛṣīkeśa+Sing+Acc	hṛṣīkeśaam

hṛṣīkeśa+Sing+Nom	hṛṣīkeśa

idandra+Sing+Acc	idandraam

idandra+Sing+Nom	idandra

idhma+Plur+Acc	idhmaaḥ

idhma+Sing+Acc	idhmaam

idhma+Sing+Dat	idhmae

idhma+Sing+Ins	idhmaā

idhma+Sing+Loc	idhmai

idhma+Sing+Nom	idhma

idhmapravraścana+Sing+Acc	idhmapravraścanaam

idhmābarhis+Dual+Acc	idhmābarhiṣau

idhmābarhis+Sing+Acc	idhmābarhiṣam

idhmābarhis+Sing+Nom	idhmābarhiṣ

idvatsara+Sing+Dat	idvatsarae

idāvatsara+Sing+Dat	idāvatsarae

ijyā+Sing+Nom	ijyā

ikṣu+Sing+Ins	ikṣuā

ilya+Sing+Acc	ilyaam

ilya+Sing+Nom	ilya

ilā+Plur+Nom	ilāaḥ

indhana+Plur+Gen	indhanaām

indhana+Sing+Acc	indhanaam

indhana+Sing+Nom	indhana

indra+Dual+Acc	indraau

indra+Dual+Voc	+?

indra+Plur+Acc	indraaḥ

indra+Plur+Voc	+?

indra+Sing+Abl	indraaḥ

indra+Sing+Acc	indraam

indra+Sing+Dat	indrae

indra+Sing+Gen	indraaḥ

indra+Sing+Ins	indraā

indra+Sing+Loc	indrai

indra+Sing+Nom	indra

indra+Sing+Voc	+?

indraghoṣa+Sing+Nom	indraghoṣa

indrakośa+Sing+Acc	indrakośaam

indrakīla+Sing+Nom	indrakīla

indrastut+Sing+Nom	indrastut

indraturīya+Sing+Nom	indraturīya

indravallī+Plur+Ins	indravallībhiḥ

indriya+Plur+Acc	indriyaaḥ

indriya+Plur+Gen	indriyaām

indriya+Plur+Ins	indriyabhiḥ

indriya+Plur+Nom	indriyaaḥ

indriya+Sing+Acc	indriyaam

indriya+Sing+Dat	indriyae

indriya+Sing+Ins	indriyaā

indriya+Sing+Loc	indriyai

indriya+Sing+Nom	indriya

indrota+Sing+Nom	indrota

indrābrahmaṇaspati+Dual+Voc	+?

indrāmarut+Plur+Voc	+?

indrāpūṣan+Dual+Gen	indrāpūṣanoḥ

indrāpūṣan+Dual+Voc	+?

indrāsoma+Dual+Voc	+?

indrāvaruṇa+Dual+Voc	+?

indrāviṣṇu+Dual+Acc	indrāviṣṇuau

indrāṇī+Sing+Dat	indrāṇīe

indrāṇī+Sing+Gen	indrāṇīaḥ

indrāṇī+Sing+Ins	indrāṇīā

indrāṇī+Sing+Nom	indrāṇī

indu+Plur+Ins	indubhiḥ

indu+Plur+Nom	induaḥ

indu+Sing+Acc	induam

indu+Sing+Dat	indue

indu+Sing+Nom	indu

indu+Sing+Voc	+?

invakā+Plur+Ins	invakābhiḥ

irasyā+Sing+Ins	irasyāā

iriṇa+Plur+Acc	iriṇaaḥ

iriṇa+Sing+Abl	iriṇaaḥ

iriṇa+Sing+Acc	iriṇaam

iriṇa+Sing+Loc	iriṇai

irā+Sing+Acc	irāam

irā+Sing+Loc	irāi

irā+Sing+Nom	irā

itarajana+Plur+Acc	itarajanaaḥ

itarajana+Plur+Nom	itarajanaaḥ

itihāsa+Plur+Acc	itihāsaaḥ

itihāsa+Plur+Nom	itihāsaaḥ

itihāsa+Sing+Acc	itihāsaam

itihāsa+Sing+Gen	itihāsaaḥ

itihāsa+Sing+Nom	itihāsa

itihāsaveda+Dual+Nom	itihāsavedaau

itivṛtta+Sing+Nom	itivṛtta

ityā+Plur+Acc	ityāaḥ

ityā+Plur+Nom	ityāaḥ

ityā+Sing+Nom	ityā

iyattā+Sing+Acc	iyattāam

iḍ+Plur+Acc	iḍaḥ

iḍ+Sing+Acc	iḍam

iḍ+Sing+Gen	iḍaḥ

iḍā+Plur+Ins	iḍābhiḥ

iḍā+Sing+Acc	iḍāam

iḍā+Sing+Gen	iḍāaḥ

iḍā+Sing+Ins	iḍāā

iḍā+Sing+Loc	iḍāi

iḍā+Sing+Nom	iḍā

iḍā+Sing+Voc	+?

iḍāpātra+Sing+Acc	iḍāpātraam

iṅgiḍa+Sing+Acc	iṅgiḍaam

iṇḍva+Sing+Acc	iṇḍvaam

iṇḍva+Sing+Loc	iṇḍvai

iṣ+Plur+Acc	iṣaḥ

iṣ+Plur+Gen	iṣām

iṣ+Plur+Nom	iṣaḥ

iṣ+Sing+Acc	iṣam

iṣ+Sing+Dat	iṣe

iṣ+Sing+Ins	iṣā

iṣan+Sing+Loc	iṣani

iṣu+Plur+Acc	iṣuaḥ

iṣu+Plur+Ins	iṣubhiḥ

iṣu+Plur+Nom	iṣuaḥ

iṣu+Plur+Voc	+?

iṣu+Sing+Abl	iṣuaḥ

iṣu+Sing+Acc	iṣuam

iṣu+Sing+Dat	iṣue

iṣu+Sing+Ins	iṣuā

iṣu+Sing+Nom	iṣu

iṣu+Sing+Voc	+?

iṣudhi+Dual+Acc	iṣudhiau

iṣudhi+Sing+Acc	iṣudhiam

iṣudhi+Sing+Loc	iṣudhii

iṣukā+Plur+Nom	iṣukāaḥ

iṣvāsa+Sing+Acc	iṣvāsaam

iṣvāsa+Sing+Nom	iṣvāsa

iṣīkatūla+Plur+Acc	iṣīkatūlaaḥ

iṣīkā+Plur+Gen	iṣīkāām

iṣīkā+Sing+Acc	iṣīkāam

iṣīkā+Sing+Ins	iṣīkāā

iṣṭa+Sing+Acc	iṣṭaam

iṣṭa+Sing+Gen	iṣṭaaḥ

iṣṭa+Sing+Nom	iṣṭa

iṣṭakā+Plur+Acc	iṣṭakāaḥ

iṣṭakā+Plur+Loc	iṣṭakāsu

iṣṭakā+Plur+Nom	iṣṭakāaḥ

iṣṭakā+Sing+Acc	iṣṭakāam

iṣṭakā+Sing+Gen	iṣṭakāaḥ

iṣṭakā+Sing+Nom	iṣṭakā

iṣṭakāpaśu+Sing+Loc	iṣṭakāpaśui

iṣṭi+Plur+Acc	iṣṭiaḥ

iṣṭi+Plur+Gen	iṣṭiām

iṣṭi+Plur+Ins	iṣṭibhiḥ

iṣṭi+Plur+Loc	iṣṭiṣu

iṣṭi+Plur+Nom	iṣṭiaḥ

iṣṭi+Sing+Acc	iṣṭiam

iṣṭi+Sing+Dat	iṣṭie

iṣṭi+Sing+Ins	iṣṭiā

iṣṭi+Sing+Loc	iṣṭii

iṣṭi+Sing+Nom	iṣṭi

iṣṭāhotrīya+Sing+Acc	iṣṭāhotrīyaam

iṣṭāpūrta+Dual+Nom	iṣṭāpūrtaau

iṣṭāpūrta+Sing+Acc	iṣṭāpūrtaam

iṣṭāpūrta+Sing+Gen	iṣṭāpūrtaaḥ

iṣṭāpūrta+Sing+Ins	iṣṭāpūrtaā

iṣṭāsukṛta+Dual+Acc	iṣṭāsukṛtaau

jabhya+Sing+Voc	+?

jagada+Plur+Ins	jagadabhiḥ

jagadvandya+Sing+Nom	jagadvandya

jagant+Plur+Gen	jagantām

jagant+Sing+Acc	jagantam

jagant+Sing+Gen	jagantaḥ

jagant+Sing+Nom	jagan

jagatī+Dual+Acc	jagatīau

jagatī+Dual+Nom	jagatīau

jagatī+Plur+Ins	jagatībhiḥ

jagatī+Plur+Loc	jagatīṣu

jagatī+Sing+Acc	jagatīam

jagatī+Sing+Dat	jagatīe

jagatī+Sing+Gen	jagatīaḥ

jagatī+Sing+Ins	jagatīā

jagatī+Sing+Loc	jagatīi

jagatī+Sing+Nom	jagatī

jaghana+Sing+Abl	jaghanaaḥ

jaghana+Sing+Ins	jaghanaā

jaghana+Sing+Loc	jaghanai

jaghana+Sing+Nom	jaghana

jahnu+Plur+Gen	jahnuām

jahnāvī+Sing+Loc	jahnāvīi

jaimini+Sing+Acc	jaiminiam

jaitra+Sing+Gen	jaitraaḥ

jaivali+Sing+Nom	jaivali

jala+Plur+Acc	jalaaḥ

jamadagni+Sing+Gen	jamadagniaḥ

jamadagni+Sing+Nom	jamadagni

jambha+Plur+Ins	jambhabhiḥ

jambha+Plur+Nom	jambhaaḥ

jambha+Sing+Abl	jambhaaḥ

jambha+Sing+Acc	jambhaam

jambha+Sing+Nom	jambha

jambhana+Sing+Nom	jambhana

jana+Plur+Acc	janaaḥ

jana+Plur+Dat	janabhyaḥ

jana+Plur+Gen	janaām

jana+Plur+Ins	janabhiḥ

jana+Plur+Loc	janasu

jana+Plur+Nom	janaaḥ

jana+Plur+Voc	+?

jana+Sing+Acc	janaam

jana+Sing+Dat	janae

jana+Sing+Loc	janai

jana+Sing+Nom	jana

janaka+Sing+Gen	janakaaḥ

janaka+Sing+Nom	janaka

janaka+Sing+Voc	+?

janamejaya+Sing+Acc	janamejayaam

janamejaya+Sing+Dat	janamejayae

janamejaya+Sing+Gen	janamejayaaḥ

janamejaya+Sing+Nom	janamejaya

janana+Sing+Abl	jananaaḥ

jananī+Sing+Nom	jananī

janapada+Sing+Acc	janapadaam

janapada+Sing+Gen	janapadaaḥ

janapada+Sing+Loc	janapadai

janapada+Sing+Nom	janapada

janas+Dual+Acc	janasau

janatā+Plur+Acc	janatāaḥ

janatā+Sing+Dat	janatāe

janatā+Sing+Loc	janatāi

janavāda+Sing+Acc	janavādaam

janayati+Sing+Dat	janayatie

janayitṛ+Sing+Gen	janayitṛaḥ

jani+Plur+Gen	janiām

jani+Plur+Ins	janibhiḥ

jani+Plur+Nom	janiaḥ

jani+Sing+Gen	janiaḥ

janidhā+Plur+Nom	janidhāaḥ

janiman+Plur+Acc	janimanaḥ

janiman+Plur+Nom	janimanaḥ

janiman+Sing+Loc	janimani

janiman+Sing+Nom	janiman

janitra+Plur+Ins	janitrabhiḥ

janitra+Sing+Acc	janitraam

janitra+Sing+Nom	janitra

janitrī+Dual+Nom	janitrīau

janitrī+Plur+Acc	janitrīaḥ

janitrī+Plur+Nom	janitrīaḥ

janitrī+Sing+Acc	janitrīam

janitrī+Sing+Nom	janitrī

janitṛ+Sing+Nom	janitṛ

janitṛ+Sing+Voc	+?

janman+Dual+Acc	janmanau

janman+Plur+Acc	janmanaḥ

janman+Sing+Abl	janmanaḥ

janman+Sing+Acc	janmanam

janman+Sing+Dat	janmane

janman+Sing+Gen	janmanaḥ

janman+Sing+Ins	janmanā

janman+Sing+Loc	janmani

janman+Sing+Nom	janman

jantu+Plur+Gen	jantuām

jantu+Plur+Nom	jantuaḥ

jantu+Sing+Gen	jantuaḥ

janus+Sing+Ins	januṣā

janya+Dual+Nom	janyaau

janya+Plur+Acc	janyaaḥ

janārdana+Sing+Acc	janārdanaam

janārdana+Sing+Nom	janārdana

janārdana+Sing+Voc	+?

japa+Plur+Acc	japaaḥ

japa+Sing+Ins	japaā

japa+Sing+Nom	japa

jaradaṣṭi+Sing+Nom	jaradaṣṭi

jaras+Sing+Abl	jarasaḥ

jaras+Sing+Acc	jarasam

jaras+Sing+Dat	jarase

jaras+Sing+Ins	jarasā

jaratkāru+Sing+Ins	jaratkāruā

jaraṇyā+Sing+Ins	jaraṇyāā

jaraṇā+Sing+Acc	jaraṇāam

jariman+Plur+Nom	jarimanaḥ

jariman+Sing+Nom	jariman

jaritṛ+Plur+Dat	jaritṛbhyaḥ

jaritṛ+Plur+Nom	jaritṛaḥ

jaritṛ+Sing+Acc	jaritṛam

jaritṛ+Sing+Dat	jaritṛe

jaritṛ+Sing+Gen	jaritṛaḥ

jaritṛ+Sing+Nom	jaritṛ

jaritṛ+Sing+Voc	+?

jarā+Sing+Acc	jarāam

jarā+Sing+Ins	jarāā

jarā+Sing+Nom	jarā

jarābodhīya+Sing+Nom	jarābodhīya

jarāsaṃdha+Sing+Acc	jarāsaṃdhaam

jarāsaṃdha+Sing+Ins	jarāsaṃdhaā

jarāsaṃdha+Sing+Nom	jarāsaṃdha

jarāyu+Plur+Acc	jarāyuaḥ

jarāyu+Sing+Abl	jarāyuaḥ

jarāyu+Sing+Ins	jarāyuā

jarāyu+Sing+Nom	jarāyu

jarūtha+Sing+Acc	jarūthaam

jasu+Sing+Nom	jasu

jatru+Plur+Abl	jatrubhyaḥ

jatu+Sing+Ins	jatuā

java+Plur+Ins	javabhiḥ

java+Plur+Loc	javasu

java+Sing+Acc	javaam

java+Sing+Ins	javaā

java+Sing+Loc	javai

java+Sing+Nom	java

javas+Sing+Ins	javasā

javas+Sing+Nom	javas

jaya+Plur+Acc	jayaaḥ

jaya+Plur+Loc	jayasu

jaya+Sing+Acc	jayaam

jaya+Sing+Gen	jayaaḥ

jaya+Sing+Nom	jaya

jayadratha+Sing+Ins	jayadrathaā

jaṃhas+Sing+Nom	jaṃhas

jaṅghā+Dual+Loc	jaṅghāoḥ

jaṅghā+Dual+Nom	jaṅghāau

jaṅghā+Plur+Ins	jaṅghābhiḥ

jaṅghā+Plur+Loc	jaṅghāsu

jaṅgiḍa+Sing+Acc	jaṅgiḍaam

jaṅgiḍa+Sing+Ins	jaṅgiḍaā

jaṅgiḍa+Sing+Nom	jaṅgiḍa

jaṣa+Sing+Acc	jaṣaam

jaṭhara+Plur+Loc	jaṭharasu

jaṭhara+Sing+Acc	jaṭharaam

jaṭhara+Sing+Loc	jaṭharai

jaṭā+Plur+Acc	jaṭāaḥ

jaṭā+Plur+Nom	jaṭāaḥ

jaṭā+Sing+Nom	jaṭā

jhaṣa+Sing+Nom	jhaṣa

jigīṣā+Sing+Ins	jigīṣāā

jihvā+Dual+Nom	jihvāau

jihvā+Plur+Acc	jihvāaḥ

jihvā+Plur+Nom	jihvāaḥ

jihvā+Sing+Acc	jihvāam

jihvā+Sing+Dat	jihvāe

jihvā+Sing+Gen	jihvāaḥ

jihvā+Sing+Ins	jihvāā

jihvā+Sing+Nom	jihvā

jiti+Plur+Nom	jitiaḥ

jiti+Sing+Acc	jitiam

jiti+Sing+Dat	jitie

jiti+Sing+Gen	jitiaḥ

jiti+Sing+Loc	jitii

jiti+Sing+Nom	jiti

jitvan+Sing+Nom	jitvan

jm+Sing+Abl	jmaḥ

jrayas+Plur+Acc	jrayasaḥ

jrayas+Sing+Acc	jrayasam

jrayas+Sing+Dat	jrayase

jrayas+Sing+Nom	jrayas

juhū+Plur+Ins	juhūbhiḥ

juhū+Plur+Nom	juhūaḥ

juhū+Sing+Acc	juhūam

juhū+Sing+Ins	juhūā

juhū+Sing+Loc	juhūi

juhū+Sing+Nom	juhū

jumbaka+Sing+Dat	jumbakae

juṣṭi+Sing+Acc	juṣṭiam

juṣṭi+Sing+Ins	juṣṭiā

jvara+Sing+Nom	jvara

jvāla+Sing+Ins	jvālaā

jvāla+Sing+Nom	jvāla

jyaiṣṭhya+Sing+Dat	jyaiṣṭhyae

jyaiṣṭhya+Sing+Ins	jyaiṣṭhyaā

jyaiṣṭhya+Sing+Nom	jyaiṣṭhya

jyautsna+Sing+Loc	jyautsnai

jyeṣṭha+Sing+Dat	jyeṣṭhae

jyeṣṭhalakṣmī+Sing+Nom	jyeṣṭhalakṣmī

jyeṣṭhasāman+Plur+Gen	jyeṣṭhasāmanām

jyoti+Sing+Abl	jyotiaḥ

jyotis+Dual+Gen	jyotiṣoḥ

jyotis+Plur+Acc	jyotiṣaḥ

jyotis+Plur+Gen	jyotiṣām

jyotis+Plur+Nom	jyotiṣaḥ

jyotis+Sing+Abl	jyotiṣaḥ

jyotis+Sing+Acc	jyotiṣam

jyotis+Sing+Ins	jyotiṣā

jyotis+Sing+Loc	jyotiṣi

jyotis+Sing+Nom	jyotiṣ

jyotiṣa+Sing+Acc	jyotiṣaam

jyotiṣa+Sing+Nom	jyotiṣa

jyotiṣṭoma+Sing+Nom	jyotiṣṭoma

jyā+Sing+Acc	jyāam

jyā+Sing+Ins	jyāā

jyā+Sing+Nom	jyā

jyākā+Sing+Voc	+?

jyāni+Sing+Acc	jyāniam

jñu+Sing+Nom	jñu

jñā+Sing+Nom	jñā

jñāna+Plur+Ins	jñānabhiḥ

jñāna+Sing+Gen	jñānaaḥ

jñāna+Sing+Ins	jñānaā

jñāti+Plur+Dat	jñātibhyaḥ

jñāti+Plur+Gen	jñātiām

jñāti+Plur+Ins	jñātibhiḥ

jñāti+Plur+Loc	jñātiṣu

jñāti+Plur+Nom	jñātiaḥ

jñātika+Plur+Nom	jñātikaaḥ

jā+Plur+Acc	jāaḥ

jā+Plur+Loc	jāsu

jā+Sing+Acc	jāam

jābāla+Dual+Nom	jābālaau

jābāla+Sing+Nom	jābāla

jāgata+Sing+Acc	jāgataam

jāgata+Sing+Nom	jāgata

jāghanī+Sing+Acc	jāghanīam

jāla+Sing+Acc	jālaam

jāla+Sing+Ins	jālaā

jālaka+Sing+Nom	jālaka

jālāṣa+Sing+Ins	jālāṣaā

jālāṣa+Sing+Nom	jālāṣa

jāmadagnya+Plur+Gen	jāmadagnyaām

jāmi+Plur+Ins	jāmibhiḥ

jāmi+Plur+Nom	jāmiaḥ

jāmi+Sing+Acc	jāmiam

jāmi+Sing+Nom	jāmi

jāmiśaṃsa+Sing+Abl	jāmiśaṃsaaḥ

jāmātṛ+Sing+Nom	jāmātṛ

jāna+Sing+Acc	jānaam

jānaki+Sing+Dat	jānakie

jānapada+Plur+Acc	jānapadaaḥ

jānaśruteya+Sing+Nom	jānaśruteya

jānu+Dual+Abl	jānubhyām

jānu+Dual+Acc	jānuau

jānu+Dual+Gen	jānuoḥ

jānu+Sing+Acc	jānuam

jānu+Sing+Nom	jānu

jānī+Sing+Nom	jānī

jāra+Sing+Acc	jāraam

jāra+Sing+Nom	jāra

jāriṇī+Sing+Nom	jāriṇī

jāta+Plur+Acc	jātaaḥ

jāta+Plur+Nom	jātaaḥ

jāta+Sing+Nom	jāta

jātakarman+Sing+Nom	jātakarman

jātarūpa+Sing+Ins	jātarūpaā

jātarūpa+Sing+Nom	jātarūpa

jātavedas+Sing+Acc	jātavedasam

jātavedas+Sing+Dat	jātavedase

